task,target,model,n_train,n_test,mae,rmse,r2
问题一_空间时滞温度预测,17#风箱平均温度,state_neighbor_lag_RandomForest,1937,485,7.898531253059065,17.042178189617363,0.6013051915973066
问题一_空间时滞温度预测,18#风箱平均温度,local_lag_Ridge,1937,485,15.368247287910364,28.24110307027488,-0.027228498164918902
问题一_空间时滞温度预测,18#风箱平均温度,local_lag_GradientBoosting,1937,485,14.113957013503157,27.36206108295018,0.03572398616382788
问题一_空间时滞温度预测,18#风箱平均温度,local_lag_RandomForest,1937,485,14.527128868598542,27.865536238806957,-8.878621529029296e-05
问题一_空间时滞温度预测,18#风箱平均温度,neighbor_lag_Ridge,1937,485,13.180835485787638,23.264102832840994,0.30293004300633464
问题一_空间时滞温度预测,18#风箱平均温度,neighbor_lag_GradientBoosting,1937,485,11.730749942400504,18.905450437235963,0.5396609615687957
问题一_空间时滞温度预测,18#风箱平均温度,neighbor_lag_RandomForest,1937,485,11.92974153553901,20.496789416898416,0.4589026260965582
问题一_空间时滞温度预测,18#风箱平均温度,global_lag_Ridge,1937,485,14.234190330521143,23.042357071749088,0.3161551944857319
问题一_空间时滞温度预测,18#风箱平均温度,global_lag_GradientBoosting,1937,485,11.424466768612525,18.1590920073316,0.5752904702293213
问题一_空间时滞温度预测,18#风箱平均温度,global_lag_RandomForest,1937,485,12.379513697503366,20.12678074274742,0.4782621084826555
问题一_空间时滞温度预测,18#风箱平均温度,state_neighbor_lag_Ridge,1937,485,4.455877892223535,9.349596471624539,0.8874126798424682
问题一_空间时滞温度预测,18#风箱平均温度,state_neighbor_lag_GradientBoosting,1937,485,4.662142901629204,10.51563477541616,0.8575787688484929
问题一_空间时滞温度预测,18#风箱平均温度,state_neighbor_lag_RandomForest,1937,485,5.237042291657801,12.239471056003323,0.8070569910688301
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag0_LinearRegression,1953,489,593.3002136297439,1515.3937250105382,-8.371766357931701
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag0_Ridge,1953,489,436.27764135154126,645.2794631141558,-0.6992847910589863
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag0_GradientBoosting,1953,489,392.90575033261405,517.4142496439306,-0.09256492448051334
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag0_RandomForest,1953,489,383.5616407766202,504.2621393999979,-0.037727218175977795
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag5_10_20_LinearRegression,1937,485,719.2152437272746,1622.0427886107882,-9.677034098686134
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag5_10_20_Ridge,1937,485,510.2563822487729,741.7786929923352,-1.2329280305450534
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag5_10_20_GradientBoosting,1937,485,402.98618046548586,528.9167413363493,-0.13527387487130582
问题二_CO调控预测,烧结大烟道外排CO浓度,raw_lag5_10_20_RandomForest,1937,485,424.679247301824,553.9353937518473,-0.2452147241294984
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag0_LinearRegression,1939,485,462.59713152006685,764.8376974104625,-1.37391184513316
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag0_Ridge,1939,485,413.604959096838,552.937183062181,-0.24073092796787932
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag0_GradientBoosting,1939,485,368.1196232290146,475.62218885085866,0.08198404081690336
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag0_RandomForest,1939,485,375.5156835240391,492.6674073210108,0.015005781845637611
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag5_10_20_LinearRegression,1923,481,573.107996617001,1029.539967361982,-3.2715137660101252
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag5_10_20_Ridge,1923,481,436.2396388317502,593.2624723871263,-0.41836871439262135
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag5_10_20_GradientBoosting,1923,481,378.306843208963,478.0312123694174,0.07910970312576593
问题二_CO调控预测,烧结大烟道外排CO浓度,filtered_lag5_10_20_RandomForest,1923,481,384.5375931586144,492.4137472180852,0.022862396373368843
问题二_CO监测预测,烧结大烟道外排CO浓度,filtered_monitor_lag1_5_10_LinearRegression,1923,481,206.83481856594108,413.18344555040414,0.3120114436664788
问题二_CO监测预测,烧结大烟道外排CO浓度,filtered_monitor_lag1_5_10_Ridge,1923,481,143.05877855964383,237.58818297915863,0.7725190355080975
问题二_CO监测预测,烧结大烟道外排CO浓度,filtered_monitor_lag1_5_10_GradientBoosting,1923,481,142.8251828123156,238.0353425957484,0.7716619556450858
问题二_CO监测预测,烧结大烟道外排CO浓度,filtered_monitor_lag1_5_10_RandomForest,1923,481,114.19701347995603,200.4825312926294,0.8380248231528344
